X_Value Y_Value Z_Value a b c
-69.67764 20.60791 -21.45 0 0 0 
-71.11916 27.05555 -21.15 0 0 0 
-71.48454 23.94484 -17.85 0 0 0 
-71.55448 20.88623 -11.25 0 0 0 
-72.47506 24.37945 -12.75 0 0 0 
-71.93627 24.77908 -10.35 0 0 0 
-69.83392 21.49424 -8.85 0 0 0 
-68.06127 21.80681 -8.25 0 0 0 
-67.15783 20.13834 -6.15 0 0 0 
-66.67112 20.83342 -5.85 0 0 0 
-68.44305 25.69966 -8.25 0 0 0 
-66.13232 21.23305 -4.05 0 0 0 
-66.58406 22.06728 -1.95 0 0 0 
-65.88826 26.75939 -4.65 0 0 0 
26.40024 -37.08482 -38.55 0 0 0 
-22.53828 -41.14458 -35.85 0 0 0 
-19.2192 -42.69173 -37.65 0 0 0 
-19.72302 -41.56206 -37.35 0 0 0 
-19.8793 -40.67573 -35.25 0 0 0 
-18.00246 -40.95405 -32.55 0 0 0 
-30.53235 -40.72638 -36.15 0 0 0 
-26.23986 -40.88338 -36.15 0 0 0 
-26.93494 -40.39669 -34.65 0 0 0 
-26.11784 -38.12022 -30.45 0 0 0 
-31.01832 -36.24265 -30.15 0 0 0 
-24.38016 -39.33696 -33.15 0 0 0 
-20.73065 -39.3027 -33.15 0 0 0 
-22.65959 -38.72894 -31.95 0 0 0 
-21.32154 -39.40689 -29.25 0 0 0 
-31.31377 -36.29475 -28.65 0 0 0 
-32.46056 -34.97382 -25.35 0 0 0 
-34.64998 -32.92285 -24.15 0 0 0 
-28.01181 -36.01715 -28.05 0 0 0 
-26.34334 -35.11369 -26.25 0 0 0 
-31.69555 -32.4019 -22.65 0 0 0 
-27.43804 -34.0882 -23.85 0 0 0 
-30.84419 -33.77492 -22.65 0 0 0 
-28.13312 -33.60151 -22.65 0 0 0 
-23.6501 -38.29434 -28.35 0 0 0 
-23.77143 -35.87871 -26.55 0 0 0 
-23.77143 -35.87871 -25.05 0 0 0 
-18.76675 -38.34716 -28.05 0 0 0 
-19.37475 -36.62659 -24.15 0 0 0 
-22.69384 -35.07944 -24.15 0 0 0 
-19.93067 -35.20148 -20.85 0 0 0 
-25.02241 -33.9669 -22.65 0 0 0 
-22.64174 -35.37489 -22.35 0 0 0 
-25.36995 -33.72355 -20.25 0 0 0 
-25.42205 -33.4281 -21.45 0 0 0 
-26.2213 -32.35052 -19.65 0 0 0 
-12.94569 -43.71793 -34.05 0 0 0 
-7.158869 -45.43922 -33.75 0 0 0 
-7.158869 -45.43922 -33.45 0 0 0 
-8.201488 -44.70918 -33.45 0 0 0 
-7.071816 -44.20535 -31.65 0 0 0 
-8.409866 -43.5274 -30.15 0 0 0 
-4.95162 -44.13613 -29.55 0 0 0 
-13.65789 -41.40649 -31.05 0 0 0 
-3.59645 -46.63883 -33.45 0 0 0 
-3.213937 -45.35287 -30.75 0 0 0 
-1.632536 -45.68328 -29.85 0 0 0 
-3.422315 -44.1711 -28.95 0 0 0 
-5.055808 -43.54525 -27.15 0 0 0 
-14.26589 -39.68594 -27.15 0 0 0 
-8.3228 -42.29354 -27.75 0 0 0 
-9.817133 -40.72926 -26.85 0 0 0 
-8.287826 -40.76423 -25.05 0 0 0 
-6.758519 -40.79921 -24.15 0 0 0 
-6.463073 -40.74712 -23.25 0 0 0 
-10.37305 -39.30414 -23.25 0 0 0 
-10.23389 -38.36573 -22.05 0 0 0 
-8.409137 -38.34859 -19.95 0 0 0 
-6.480211 -38.92236 -19.35 0 0 0 
-1.441279 -45.04031 -28.65 0 0 0 
-1.302117 -44.10188 -26.85 0 0 0 
-3.126869 -44.11901 -27.75 0 0 0 
-0.7112417 -43.9977 -25.95 0 0 0 
-3.039802 -42.88514 -25.65 0 0 0 
-1.458401 -43.21555 -24.75 0 0 0 
1.617332 -45.11024 -25.95 0 0 0 
3.737515 -45.04103 -24.45 0 0 0 
-0.3287277 -42.71174 -23.85 0 0 0 
-0.3808231 -42.41629 -22.35 0 0 0 
1.704401 -43.87639 -23.85 0 0 0 
4.97139 -45.12809 -23.25 0 0 0 
3.824582 -43.80717 -21.75 0 0 0 
1.600211 -43.28549 -22.35 0 0 0 
4.067934 -43.45963 -20.85 0 0 0 
-0.1895666 -41.77332 -21.45 0 0 0 
0.644659 -41.32159 -19.65 0 0 0 
4.102907 -41.93032 -19.35 0 0 0 
-3.056938 -41.0604 -21.75 0 0 0 
-4.203732 -39.73946 -20.55 0 0 0 
-2.865682 -40.41741 -20.55 0 0 0 
-2.969871 -39.82653 -19.65 0 0 0 
-0.2937546 -41.18243 -19.65 0 0 0 
-14.47427 -38.50416 -24.15 0 0 0 
-15.08228 -36.7836 -22.65 0 0 0 
-15.13437 -36.48816 -20.25 0 0 0 
-10.58143 -38.12238 -21.15 0 0 0 
-8.217895 -37.70562 -19.35 0 0 0 
-34.1804 -30.40302 -19.35 0 0 0 
-30.77426 -30.71631 -19.65 0 0 0 
-24.15321 -31.98586 -19.05 0 0 0 
-20.03486 -34.6106 -19.05 0 0 0 
-20.79915 -32.00371 -16.95 0 0 0 
-21.00753 -30.82194 -15.15 0 0 0 
-28.32509 -39.42329 -5.85 0 0 0 
-6.097697 -37.63641 -18.45 0 0 0 
3.859555 -42.27785 -18.15 0 0 0 
4.189973 -40.69645 -16.65 0 0 0 
-0.9017677 -39.46187 -17.85 0 0 0 
-4.220853 -37.91473 -17.55 0 0 0 
-1.005957 -38.87099 -16.95 0 0 0 
-2.50029 -37.30671 -15.75 0 0 0 
-0.1546087 -40.24401 -18.15 0 0 0 
-0.6584167 -39.11433 -17.55 0 0 0 
-0.7105112 -38.81889 -17.55 0 0 0 
2.261033 -40.1227 -16.65 0 0 0 
2.348101 -38.88883 -14.85 0 0 0 
1.06213 -38.50633 -15.75 0 0 0 
0.314971 -37.72419 -14.55 0 0 0 
1.253387 -37.86335 -14.25 0 0 0 
2.539342 -38.24586 -14.25 0 0 0 
2.678504 -37.30743 -13.05 0 0 0 
-15.74238 -34.7676 -18.75 0 0 0 
-10.7898 -36.94061 -18.75 0 0 0 
-8.322083 -37.11474 -18.45 0 0 0 
-8.478367 -36.22841 -17.25 0 0 0 
-8.530461 -35.93297 -16.05 0 0 0 
-11.01531 -33.93409 -14.85 0 0 0 
-15.84657 -34.17672 -17.85 0 0 0 
-16.05495 -32.99495 -15.75 0 0 0 
-11.17159 -33.04776 -14.55 0 0 0 
-16.71506 -30.97895 -13.95 0 0 0 
-11.17159 -33.04776 -13.95 0 0 0 
-11.18871 -31.22301 -12.45 0 0 0 
-8.130096 -31.29295 -10.95 0 0 0 
-8.043045 -30.05909 -10.35 0 0 0 
-3.786261 -36.92421 -15.75 0 0 0 
-3.647099 -35.98578 -14.85 0 0 0 
-3.455842 -35.3428 -13.95 0 0 0 
-1.787374 -34.43935 -12.45 0 0 0 
-5.34981 -33.23974 -12.15 0 0 0 
-5.453999 -32.64885 -11.55 0 0 0 
-0.2409468 -36.29907 -13.95 0 0 0 
0.8366308 -35.49981 -12.45 0 0 0 
0.9757929 -34.56139 -12.15 0 0 0 
1.167049 -33.91841 -11.55 0 0 0 
-1.561159 -32.26707 -10.65 0 0 0 
0.5590372 -32.19785 -10.35 0 0 0 
-5.314837 -31.71043 -10.65 0 0 0 
-2.360413 -31.18949 -10.05 0 0 0 
0.5233488 -38.90595 -6.75 0 0 0 
1.461764 -39.04511 -5.85 0 0 0 
-0.3280134 -37.53293 -5.55 0 0 0 
1.270508 -39.6881 -4.35 0 0 0 
1.705115 -38.69757 -3.75 0 0 0 
-11.93588 -30.44088 -6.15 0 0 0 
1.114955 -33.62296 -7.65 0 0 0 
-4.549826 -29.13852 -9.45 0 0 0 
-0.9873905 -30.33813 -9.45 0 0 0 
2.262478 -29.76509 -9.15 0 0 0 
-34.97966 -29.32544 -19.05 0 0 0 
-32.26859 -29.15203 -17.25 0 0 0 
-27.4723 -30.43871 -18.15 0 0 0 
-28.16736 -29.95202 -15.75 0 0 0 
-36.87363 -27.22237 -17.25 0 0 0 
-29.52254 -27.44932 -13.95 0 0 0 
-24.65704 -30.85619 -15.75 0 0 0 
-21.16381 -29.93561 -14.55 0 0 0 
-21.51135 -29.69226 -14.25 0 0 0 
-22.32774 -26.78994 -12.45 0 0 0 
-27.17613 -25.20782 -11.85 0 0 0 
-34.17896 -20.04542 -9.75 0 0 0 
-30.65077 -17.59554 -7.05 0 0 0 
-35.56911 -19.07203 -1.05 0 0 0 
-24.67271 -18.67384 -7.65 0 0 0 
-20.50083 -11.2364 -6.15 0 0 0 
-11.46632 -27.92105 -10.05 0 0 0 
-7.729749 -26.65294 -9.15 0 0 0 
-0.3087168 -23.82127 -7.65 0 0 0 
-2.84567 -21.52695 -5.25 0 0 0 
5.162632 -44.48511 -22.65 0 0 0 
5.996873 -44.03339 -20.85 0 0 0 
5.944778 -43.73795 -20.55 0 0 0 
5.892684 -43.4425 -19.35 0 0 0 
8.221244 -44.55505 -20.85 0 0 0 
8.117055 -43.96416 -19.35 0 0 0 
20.62983 -42.36709 -25.05 0 0 0 
21.22072 -42.26289 -20.55 0 0 0 
22.14201 -40.57731 -20.55 0 0 0 
26.2782 -39.84798 -37.05 0 0 0 
25.32265 -37.88408 -34.65 0 0 0 
26.1048 -37.13691 -33.75 0 0 0 
25.5139 -37.2411 -31.65 0 0 0 
24.57549 -37.10194 -30.15 0 0 0 
25.70516 -36.59812 -33.15 0 0 0 
24.24507 -38.68333 -24.75 0 0 0 
24.57549 -37.10194 -24.15 0 0 0 
25.07932 -38.23161 -22.95 0 0 0 
24.10591 -39.62176 -21.45 0 0 0 
24.43633 -38.04036 -21.15 0 0 0 
25.5139 -37.2411 -20.25 0 0 0 
24.90589 -35.52054 -19.65 0 0 0 
8.16915 -44.25961 -18.75 0 0 0 
9.298836 -43.75578 -18.15 0 0 0 
8.256216 -43.02575 -17.85 0 0 0 
5.093416 -42.36492 -19.05 0 0 0 
5.284673 -41.72195 -17.25 0 0 0 
5.475928 -41.07896 -16.95 0 0 0 
5.180483 -41.13106 -16.65 0 0 0 
6.553506 -40.27969 -15.45 0 0 0 
9.2817 -41.93105 -15.75 0 0 0 
7.005235 -41.11393 -15.45 0 0 0 
8.482447 -40.85346 -14.85 0 0 0 
11.41902 -43.68658 -17.25 0 0 0 
10.22013 -42.0702 -16.05 0 0 0 
12.60079 -43.4782 -16.35 0 0 0 
14.13009 -43.51317 -15.75 0 0 0 
13.38293 -42.73103 -14.85 0 0 0 
13.33084 -42.43559 -14.85 0 0 0 
10.06385 -41.18387 -14.55 0 0 0 
4.277026 -39.46259 -15.15 0 0 0 
4.520377 -39.11505 -14.55 0 0 0 
13.92171 -42.3314 -13.95 0 0 0 
10.06385 -41.18387 -13.95 0 0 0 
9.959658 -40.59299 -13.35 0 0 0 
11.03724 -39.79373 -12.75 0 0 0 
13.31371 -40.61083 -13.35 0 0 0 
12.96618 -40.36749 -12.45 0 0 0 
13.15743 -39.72451 -11.85 0 0 0 
4.659539 -38.17663 -13.65 0 0 0 
7.040207 -39.58463 -14.25 0 0 0 
7.926528 -39.42834 -13.95 0 0 0 
7.127261 -38.35077 -13.35 0 0 0 
6.831831 -38.40286 -13.05 0 0 0 
7.961502 -37.89904 -12.15 0 0 0 
5.980468 -37.02984 -12.45 0 0 0 
8.274069 -39.6717 -10.65 0 0 0 
7.110138 -36.52602 -10.95 0 0 0 
9.351645 -38.87243 -12.45 0 0 0 
10.96802 -37.67354 -11.25 0 0 0 
13.19239 -38.19521 -10.95 0 0 0 
10.22085 -36.8914 -10.95 0 0 0 
8.778606 -35.62257 -10.35 0 0 0 
11.9935 -36.57883 -10.05 0 0 0 
12.96689 -35.18867 -9.75 0 0 0 
16.78908 -43.04431 -14.85 0 0 0 
19.74351 -42.52337 -18.75 0 0 0 
20.52564 -41.7762 -17.55 0 0 0 
21.89866 -40.92484 -18.15 0 0 0 
23.30666 -38.54418 -17.85 0 0 0 
20.85606 -40.19479 -16.35 0 0 0 
20.57773 -42.07165 -15.45 0 0 0 
21.89866 -40.92484 -16.65 0 0 0 
21.18646 -38.6134 -15.45 0 0 0 
15.79856 -42.60971 -14.25 0 0 0 
15.64227 -41.72339 -13.35 0 0 0 
17.91875 -42.5405 -13.95 0 0 0 
17.71038 -41.35873 -12.75 0 0 0 
16.32023 -40.38533 -12.15 0 0 0 
14.2871 -39.22069 -11.55 0 0 0 
17.39781 -39.58607 -11.55 0 0 0 
18.17994 -38.83891 -11.25 0 0 0 
19.29178 -41.68913 -14.25 0 0 0 
19.77847 -40.99406 -13.95 0 0 0 
20.96025 -40.78568 -13.65 0 0 0 
20.26517 -40.29899 -13.05 0 0 0 
19.32675 -40.15983 -12.45 0 0 0 
19.01418 -38.38718 -10.95 0 0 0 
22.36823 -38.40502 -11.25 0 0 0 
14.32208 -37.69138 -10.35 0 0 0 
15.10421 -36.94422 -10.05 0 0 0 
17.91947 -37.36169 -10.05 0 0 0 
14.94793 -36.05789 -9.75 0 0 0 
19.69213 -37.04913 -10.35 0 0 0 
19.83129 -36.11071 -9.75 0 0 0 
22.52524 -34.11255 -9.75 0 0 0 
5.407428 -33.77997 -9.75 0 0 0 
6.641289 -33.86704 -9.75 0 0 0 
6.953855 -35.63969 -6.45 0 0 0 
12.8627 -34.59779 -8.85 0 0 0 
8.239811 -36.02219 -2.25 0 0 0 
13.60988 -35.37994 -9.45 0 0 0 
14.73955 -34.87611 -9.15 0 0 0 
17.55481 -35.29359 -9.15 0 0 0 
17.39853 -34.40726 -8.55 0 0 0 
20.90887 -35.31143 -9.45 0 0 0 
19.32747 -34.98103 -8.85 0 0 0 
18.42401 -33.31257 -8.25 0 0 0 
21.25568 -40.7336 -4.65 0 0 0 
23.0633 -38.89172 -3.75 0 0 0 
5.963346 -35.20509 -8.25 0 0 0 
6.728356 -32.63317 -9.45 0 0 0 
8.865674 -34.38869 -9.45 0 0 0 
8.553107 -32.61605 -8.85 0 0 0 
11.90716 -32.63389 -8.25 0 0 0 
9.283145 -31.57343 -8.25 0 0 0 
2.957543 -30.25179 -8.85 0 0 0 
7.614677 -32.47689 -1.35 0 0 0 
7.99719 -31.19093 -2.55 0 0 0 
13.7319 -32.61677 -7.35 0 0 0 
16.54718 -33.03424 -8.25 0 0 0 
16.73842 -32.39127 -7.35 0 0 0 
16.87758 -31.45284 -7.65 0 0 0 
13.24521 -33.31184 -5.85 0 0 0 
17.27722 -31.99164 -7.05 0 0 0 
12.6372 -31.59128 -6.45 0 0 0 
19.74494 -32.16576 -8.55 0 0 0 
21.76094 -31.50566 -8.55 0 0 0 
22.0043 -31.15813 -7.95 0 0 0 
21.43126 -27.90826 -5.55 0 0 0 
13.41933 -30.84411 -3.75 0 0 0 
15.957 -27.95963 -4.35 0 0 0 
16.28742 -26.37823 -2.55 0 0 0 
15.69653 -26.48242 -1.35 0 0 0 
15.64443 -26.18698 -1.65 0 0 0 
24.94015 -39.17004 -19.05 0 0 0 
23.9846 -37.20612 -16.35 0 0 0 
23.88041 -36.61524 -18.75 0 0 0 
25.06218 -36.40687 -17.55 0 0 0 
24.22795 -36.8586 -15.15 0 0 0 
23.96748 -35.38139 -14.85 0 0 0 
24.10664 -34.44296 -10.35 0 0 0 
21.88298 -28.74249 -7.05 0 0 0 
-38.83537 -12.64151 -6.45 0 0 0 
-33.6737 -10.81748 -3.15 0 0 0 
-27.88616 -7.359962 -1.65 0 0 0 
